Campaign Volunteer Directory,,,,,,,,
"*Please note that this is NOT an endorsement of any candidates. 
Doug Chapin,Minnesota,State,MN-06 (House of representatives),Democratic,"Blaine, Otsego (Outside of Minneapolis)","1. He will replace Tom Emmer (Minority whip in the house) 
2. Advocate for election reform
3. He doesn't take AIPAC money",Home | Doug Chapin for Congress https://share.google/ucyNKzF0ewg2uiKBb,Home | Doug Chapin for Congress https://share.google/ucyNKzF0ewg2uiKBb
Hannah Goldstein,Minnesota,State,Minnesota House of Representatives District 61B,Democratic Party!,"Minneapolis area, including downtown and nearby neighborhoods along the Mississippi River","1)Rework zoning laws to actually allow missing-middle housing (duplexes/triplexes) in high-demand areas
2)Stop cost-shifting in healthcare—cap out-of-pocket insulin and expand state bargaining power
3)Invest in climate-resilient infrastructure (flood mitigation, heat response) instead of reactive spending",instagram.com/goldstein61b,instagram.com/goldstein61b
Jeffrey Hulum III for Congress,Mississippi,Federal,US House of Representatives,Democrat,South Mississippi,"- A better quality of life for working families 
- Honest and transparent government
- Standing up for veterans and national guard families ",Jeffreyhulumiiiforcongress.com,https://www.jeffreyhulumiiiforcongress.com/join/#volunteer
Tyrell Boone,Missouri,Local,St. Louis Board of Aldermen Ward 8,"Democratic Party, trying to get more lines","North St. Louis neighborhoods including Walnut Park, Baden","end the republican majority, land bank reform so vacant properties actually get redeveloped, not speculated on... tie city tax incentives to local hiring + enforce clawbacks when promises aren’t met and most importantly treat gun violence as a public health issue w data tracking, intervention programs, hospital partnerships!",none yet,txt me
Jordan Herrera,Missouri,Federal,House of Representatives Congressional District four,Democrat,Kansas City through mid Missouri,"1. Economic stability – that each American can afford a home, healthcare education, and groceries on one job.
2. A strong, smart military - we need a smarter and stronger military, not a more expensive one.
3. Freedom and privacy – it is my belief that the government should not be involved in the decision decisions between a patient and provider, who you say I love you too, who you marry, and it’s time we fight for digital privacy and biometric rights.
4. Smart investments in our future - putting investment into American jobs first and focusing on fixing broken systems.",Jordanjherrera.com,Go to my campaign website and click on the volunteer icon.
Alani Bankhead,Montana,Federal,US Senate,Dem,State wide,1. Hold govt accountable 2. Make America affordable 3. Protect the vulnerable,www.alaniformt.com,Info@alanibankheadforsenate.com
Elijah Patrick Winters,Montana,State,Montana House of Representatives District 98,Democratic Socialists of America,"Missoula area, including the city and nearby rural communities in western MT ( I need help door knocking in the rural parts!! )
","Housing isn’t “tight,” it’s artificially constrained—legalize multifamily statewide and tax vacant second homes. I  support federal accountability measures, including backing efforts to impeach Donald Trump for abuses of power and rural healthcare is collapsing; we need state-backed clinics + incentives that actually keep doctors in Montana (hello JD Vance?)","https://www.wintersMT4us.org
",https://www.wintersMT4us.org/volunteer
Melissa Smith,Montana,State,State House District 39,Democrat,"Billings, Heights area east of Main",1 affordable healthcare and mental healthcare 2 public education funding 3 fair taxes,Smithformontana.com,Smithfirmontana.com/get-involved
Luis Ortega,Nevada,Federal,"U.S. House of Representatives, Nevada’s 3rd Congressional District",Democratic Party,"Southern Nevada suburbs including Henderson, Boulder City, and parts of the Las Vegas metro area","1 Cap credit card interest rates nationally and enforce it
2 Water policy in the Southwest is broken.                      3 Renegotiate allocations and invest in reuse tech now honestly the airport situation here is a mess too",https://www.instagram.com/ortega4nv3,https://www.orteganv4us.org/volunteer
Luis Ortega,Nevada,Federal,"U.S. House of Representatives, Nevada’s 3rd Congressional District",Democratic Party,"Southern Nevada suburbs including Henderson, Boulder City, and parts of the Las Vegas metro area","1 2 3 All ICE OUT ICE OUT ICE OUT.     1- Cap credit card interest rates nationally and enforce it
2- Water policy in the Southwest is broken. 3- Renegotiate allocations and invest in reuse tech now honestly the airport situation here is a mess too","Facebook: https://www.facebook.com/ortega4nv3
Website: https://www.ortegaNV4us.org",https://www.orteganv4us.org/volunteer
Victor Salgado,Nevada,Local,Reno City Council Ward 2,Democrat,"Central Reno, including Midtown, Wells Avenue corridor, and surrounding neighborhoods in Washoe County","Everyone agrees housing is expensive, but the city keeps approving projects that don’t include actual affordability requirements; that has to change. I’m also focused on water policy growth without long-term water planning is reckless in Nevada. And while this is a local race, I’m not pretending national politics dont matter.... I support stronger federal ethics laws and continued accountability efforts into this REGIME thats what it is a regime","Website: https://www.salgadoNV4us.info
Twitter (X): https://x.com/salgado4reno",https://www.salgadoNV4us.info/volunteer
Joy Hoover,Nevada,Federal,U.S. House of Representatives NV-01,Democrat,"Nevada’s First District: East Las Vegas, Downtown Las Vegas, Paradise, Henderson, Boulder City and beyond!",1.) Wealth tax to increase economic stability for the working class.  2.) Healthcare as a right. 3.) Impeaching Donald Trump on Day 1.,JoyForNV.com,https://www.joyfornv.com/volunteer
Camila Reyes,Nevada,Local,Clark County School Board District E,Democratic Party,"Las Vegas area, primarily in the eastern valley including Sunrise Manor","main: Increase teacher pay & retention
2 Smaller class sizes
3 More mental health resources for students",no website yet,n/a
Heath Howard,New Hampshire,Federal,NH-01(New Hampshire’s First Congressional District),Democrat,Southeastern New Hampshire,"1) I’m a Democratic Socialist (my policies align with Bernie Sanders, AOC, Zohran Mamdani, etc.) 2) Get money out of politics 3) Free Palestine",heathhowardnh.com,heathhowardnh.com/volunteer
Hope Moran,New Jersey,Local,Mayor,I am a progressive democrat for as an independent because the way politics is gatekept in our community. I would've never even been able to get the word out. There is a lot of corruption.,"Rahway, New Jersey","To stop the sale of our water utility to a corporation, to embed mental health in our police department, stop all pilot programs",HopeForRahway.com,https://hopeforrahway.com/#contact
Rachel Peace,New Jersey,Federal,House of Representatives NJ Congressional District 4,Democrats,Jersey Shore (Monmouth & Ocean County),"1.Healthcare !!!!  
2. Families & Women 
3. Expose & Eliminate Corruption ",Peace4shore.com,https://www.peace4shore.com/volunteer
John Hsu,New Jersey,Federal,US Congress NJ District 6,Democrat,"Middlesex and Monmouth Counties (New Brunswick, Edison, Hazlet, Asbury Park, Neptune, Union Beach, Rumson)","1.  Healthcare Not Bombs or Ice 
2. Ban Congressional Stock Trading and Citizens United
2.  Regulate AI and protect unions and working class",Www.johnshsuforcongress.com,https://docs.google.com/forms/d/e/1FAIpQLScOJibwE883T6XB6C2mbwxiaPusWRLGc_UfX7dmK83k1fBA-w/viewform
John Hsu,New Jersey,Federal,US Congress NJ District 6,Democrat,"Middlesex and Monmouth Counties (New Brunswick, Edison, Hazlet, Union Beach, Rumson, Asbury Park, Neptune, Woodbridge, Middletown, Perth Amboy)","1.  Healthcare not Bombs and ICE
2.  Regulate AI and protect the working class
4.  Ban Congressional Stock Trading and Citizens United",https://www.johnhsuforcongress.com/,https://www.mobilize.us/johnhsuforcongress/event/925914/?fbclid=PAVERFWARkul1leHRuA2FlbQIxMABzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafd54Zt0kwHKPf8FQGPkVGeArH9isV5RCPEB0SiGDQU5Tvor1x3EZiMJcN9_g_aem_dIvAgHv0ti0xwjYd56JudQ
Dr Rachel Kim,New Jersey,State,New Jersey General Assembly District 27,Democratic,"North Jersey suburbs including Montclair, Livingston, Essex/Morris County communities","1  Property taxes keep rising because we refuse to modernize school funding—fix the formula instead of shifting burdens town to town
2 Codify reproductive rights at the state level regardless of federal backsliding
3 Ban algorithmic rent-setting software that’s quietly driving up housing costs across the region","https://www.kimNJ27.info
I love your videos btw ",https://www.kimNJ27.info
Queen Johnson,New York,State,District 32,Democrat,Queens NY,1) Fighting for Affordability 2) Affordable Housing 3)Funding Public School,https://queenforqueens.com,contact@queenforqueens.com
Lukas Ventouras,New York,Federal,House of Representatives - NY-01,Democratic,"Western and Eastern Long Island - Huntington, Smithtown, Brookhaven, North and South Forks","1. Banning private equity firms  from owning housing stock. 
2. Universal Healthcare
3. Restoration of International Law ",https://lukasforcongress.com/,https://lukasforcongress.com/volunteer-form/
Gladys Flores Garcia,New York,State,Assembly District 133,"Democrat, and I am also running an independent line.","The district is in upstate NY.  It is mostly rural, and it includes the counties of: Livingston and parts of the County of Ontario, Wyoming, Steuben, and 1 town of Monroe County","Women's reproductive rights, fully funded, equitable education, Economic relief for working parents, solutions for our farmers, clean water, clean soil and clean produce",gladysfloresfornewyork.com,"email:  gladysfloresassembly133@gmail.com  
Facebook:   https://www.facebook.com/profile.php?id=61570724732343   

"
Grace Liu,New York,State,New York State Assembly District 40,Democratic Party,"Queens, Flushing, Murray Hill, and such","1) Albany passes housing frameworks but lets localities stall them out; enforce statewide compliance with real penalties
2) Expand language access across all state services if you can’t understand the system, you can’t access it
3) Invest in small business corridors with direct grants, not just tax incentives that larger firms capture
",https://www.liuNY4us.org,https://www.liuNY4us.org/volunteer
Joshua Bristol,New York,Federal,U.S. House of Representatives in NY CD 9,Democrats,"Brooklyn, crown heights, Flatbush, Midwood","Four day work week, workplace unionization, rent freeze.",JoshuaBristol.com,https://joshuabristol.com/#volunteer
Ashley Bell,North Carolina,Federal,U.S. House NC-10,Democrat,"Mid NC. Forsyth, Yadkin, Iredell, Catawba, Lincoln counties",1. Medicare for all 2. Accountability for current admin and ICE 3. Money out of politics,Ashleybellforcongress.com,Volunteer4AB.com
Priya Desai,North Carolina,State,North Carolina State Senate District 21,Democrat,Fayetteville area and parts of Cumberland County,"1 Raise teacher pay & invest in public schools
2 Expand Medicaid & rural healthcare access
3 Criminal justice reform & reentry support",https://www.priyadesaiNC21.com,https://www.priyadesaiNC21.com
Dr. Kimberly Hardy,North Carolina,Federal,US House of Representatives - Congressional District 7,Democrat,Fayetteville to Wilmington to Southport (8 counties total),"1. Protecting the right to vote
2. Better jobs, schools, and healthcare
3. Tax the rich",kimberlyhardyforcongress.com,https://www.kimberlyhardyforcongress.com/getinvolved
Park Inglefield,North Carolina,State,NC House of Representatives District 96,Democrat,"Northwestern part of Catawba County, including Hickory, Conover, & Mountain View","1. Livability 2. Fund what matters (schools, roads, water) 3. Do the work of the people, not special interests",Voteparknc.com,Email votepark.nc@gmail.com
Omar Haddad,Ohio,Federal,Ohio’s 11th Congressional District,Dem,"Cleveland area, including the city and inner-ring suburbs in Cuyahoga County","IMPEACH TRUMP!!!!, Break up regional monopolies in healthcare systems driving up costs in Northeast Ohio, federal jobs guarantee pilot focused on post-industrial cities, ban congressional stock trading + enforce real-time financial disclosures",Website: https://www.haddadOH11.info,https://www.haddadOH11.info/actblue
Don Leonard,Ohio,Federal,OH-15 Congressional,Democrat,Western Columbus,"Make the economy affordable, strengthen our safety nets, end MAGA chaos and corruption",donforohio.com,https://donforohio.com/volunteer
N’Kiyla ‘Jasmine’ Thomas,Oklahoma,Federal,United States Senate representing Oklahoma,Democrat,"Oklahoma City, Tulsa, Shawnee, Ardmore, Stillwater, Guthrie, Broken Bow, Durant, Lawton, Elk City, Lawton, Altus, Paul’s Valley, Bartlesville, Ponca City, Enid, Fairview, Woodward","Expanding healthcare coverage, education and disability services reform, people over party and profits",https://www.jasmineforok.com/,https://docs.google.com/forms/d/e/1FAIpQLSdjVzQbl9cRB1fNsO061PtfJW9aU2FQTDbn6Sdl1GaIpIbM7g/viewform?pli=1
Jeff Pixley,Oklahoma,Federal,"U.S. House, Oklahoma's 4th District",Democrat,"South OKC, Moore, Norman, Del City, Midwest City, Lawton, Ada, and Ardmore",1. Restore Congressional oversight and accountability over the President 2. Universal Healthcare. 3. Tax wealth. 4. Dignity and respect for every person.,Pixleyforcongress.com,Info@pixleyforcongress.com
Jessica Salas,Oregon,Federal,US House - District 3,Democrat (in name only),"East Portland, Gresham, Troutdale, Hood River, Mt. Hood Village, Estacada, Damascus, Happy Valley...","America can't afford billionaires, Working class protections, Civil service reform.",jsalfororegon.com,email: tellmemore@jsalfororegon.com
Virginia Stapleton,Oregon,State,Senate district 11,"Democrat, working families party",Salem Keizer Woodburn Gervais,"Housing, universal Healthcare, Public education",Electvirginiastapleton.com,vik@electvirginiastapleton.com or https://docs.google.com/forms/d/e/1FAIpQLSedhprqCFXXVbXD8qkmHS1tvh0UBI9FV46mZ4N81KzUD4RwIw/viewform?pli=1&authuser=0
Brittany Jones,Oregon,State,Governor,Democrat,Statewide,"1. Holding ICE accountable 2. Establishing my housing first plan 3. Auditing and reallocating money to healthcare, education, and housing.",https://bjfororegon.wixsite.com/bjfororegon,Email jones4oregon@gmail.com to be connected with the volunteer coordinator or sign up through the volunteer link in my linktree https://linktr.ee/JonesForOregon
Maya Chen,Oregon,State,Oregon State House District 43,Democratic Party,"Portland area,  northeast neighborhoods and parts of Multnomah County","We keep declaring housing emergencies but still block infill—legalize fourplexes statewide and streamline permits
Invest in wildfire prevention upfront (forest management + community buffers) instead of reactive disaster spending
Public safety reform should include both accountability and capacity rainy day fund behavioral health response teams alongside policing",https://www.chenOR4us.org,https://www.chenOR4us.org/volunteer
Maya Chen,Oregon,State,Oregon State House District 43,Democrat,"Portland area, including inner northeast neighborhoods and parts of Multnomah County"," We keep declaring housing emergencies but still block infill—legalize fourplexes statewide and streamline permits
* Invest in wildfire prevention upfront (forest management + community buffers) instead of reactive disaster spending
* Public safety reform should include both accountability and capacity fund behavioral health response teams alongside policing",https://www.chenor4us.org/,https://www.chenor4us.org/volunteer
DeShawn Carter II,Pennsylvania,Local,Philadelphia City Council At-Large,Democratic Party,"Citywide race across Philadelphia, including Center City, West Philly, and North Philadelphia neighborhoods","1- Safer communities without over-policing 2- affordable housing & tenant protections 3 invest in youth programs & job access
",https://www.carter4phl.com,https://www.carter4phl.com/join-us
Jess Branas,Pennsylvania,State,PA House of Representatives District 97,Democrat,"Lancaster County - Manheim Twp, East Lampeter, West Lampeter, Penn Manor, Conestoga Twp, Pequea Twp","Fully Funded Public Schools
Affordable and Reliable Healthcare
Raise the minimum wage and tie it to cost of living",jess4pa.com,Info@jess4pa.com
Beth Farnham,Pennsylvania,Federal,"U.S. House, Pennsylvania, District 13",Democratic,"South Central PA counties of Adams, Franklin, Fulton, Bedford, Cambria, Blair, Huntingdon, Mifflin, Juniata, Perry, and pieces of Cumberland & Somerset counties","1. Our precious Democracy, 2. Reproductive Freedom, 3. Affordability",www.bethfarnhamforcongress.com,https://bethfarnhamforcongress.com/welcome-volunteers/
Dante Russo,Rhode Island,Local,Providence City Council Ward 5,Democratic Party,"Providence’s East Side and nearby neighborhoods, including College Hill and Fox Point","1) Providence keeps approving development without aligning it to infrastructure capacity, so congestion and cost follow planning has to catch up to growth. 2) The city also leans too heavily on regressive fees instead of progressive revenue sources, and that needs to shift. 3) And I’m not interested in pretending local government exists in a vacuum when the GESTAPO IS IN OUR STREETS TERRORIZING US",https://www.russoRI4us.info,https://www.russoRI4us.info/get-involved
Virginia McLean,South Carolina,State,SC House District 36,Democrats,"Lyman, Wellford, Duncan, Startex, Reidville, and Greer","1. Public funds for public schools
2. Infrastructure for sustainable growth 
3. Equality for all SC",Www.vaforsc.com,Email Virginia at mcleanforsc@gmail.com or sign up for newsletter at the bottom of website homepage
Matt Fulmer,South Carolina,Federal,SC 01 - (US House),Democrat,"SC01 is basically the southern Half of SC’s coastline. We have all of Berkeley County and all of Beaufort County, with a strip of coastline that connects them. We also have some of the Summerville area of Dorchester. Our Charleston County area’s include: Mt. Pleasant. Isle of Palms. Sullivan’s Island. James Island. Johns Island. McClellanville. Awendaw. Seabrook. Kiawah. Edisto.",1. Universal Healthcare 2. Fair-Share Tax Reform 3. Campaign Finance Reform,https://www.fulmerforcongress.com/,https://www.fulmerforcongress.com/volunteer
Matt Fulmer,South Carolina,Federal,SC 01 - (US House),Democrat,"SC01 is basically the southern Half of SC’s coastline. We have all of Berkeley County and all of Beaufort County, with a strip of coastline that connects them. We also have some of the Summerville area of Dorchester. Our Charleston County area’s include: Mt. Pleasant. Isle of Palms. Sullivan’s Island. James Island. Johns Island. McClellanville. Awendaw. Seabrook. Kiawah. Edisto.",1. Universal Healthcare 2. Fair-Share Tax Reform 3. Campaign Finance Reform,https://www.fulmerforcongress.com/,https://www.fulmerforcongress.com/volunteer
Frankland Watts,South Carolina,Local,Spartanburg County Council District 6,Progressive Democrat,"Spartanburg, South Carolina. District 6- Wellford, Lyman, Moore, East Spartanburg, Roebuck, Woodruff","Limitations on AI, Expanding Minority Protections, and Protecting Small Businesses",franklandwatts.org,https://franklandwatts.org/get-involved
Candace Schutt,South Carolina,State,SC State House of Representatives district 2,Democrat,"Upstate SC, oconee county (Seneca, FairPlay)","Increase housing and healthcare affordability and access, infrastructure upgrades, protect women’s rights",Candaceforall.com,Candaceforall.com or email womengetschuttdone@gmail.com
Juni Lynch,South Carolina,State,SC State House District 1,Democratic,"Oconee and Pickens County (Westminster, long creek, mountain rest, Walhalla, Salem, six mile, newry, tamasse, Keowee key, holly springs, Albert Lewis, Mountain View)","Rural community revival 
Government that works for the people
Working families first ","Junilynch.com

facebook.com/juniforSCstatehousedistrict1","Email our campaign team at junidistrict1@gmail.con 
"
Keisha Bryant,South Carolina,State,South Carolina House of Representatives District 79,Democratic Party,"Columbia area, northeast Columbia and surrounding parts of Richland County","1- Stop underfunding public schools in fast-growing districts—update funding formulas to match real enrollment and need
2- Expand broadband access like it’s basic infrastructure, not a luxury (rural + urban gaps both matter here)
3- Maternal health outcomes in South Carolina are unacceptable—targeted funding, data transparency, and accountability","https://www.instagram.com/bryant4sc79
Website: https://www.bryantSC4us.org",https://www.bryantSC4us.org/volunteer
Mike Croley,Tennessee,Federal,TN6 until Bill Lee and the GOP change it,Democratic,"19 counties in Tennessee, including part of Davidson County.","1. Universal healthcare, 2. tax the rich. 3. Save the planet.",Croleyforcongress.com,https://croleyforcongress.com/sign-up-to-volunteer/
Cadence Collins,Tennessee,Local,"Knox County School Board, District 6",Democrat,"My district covers Karns, Hardin Valley, Solway, and Pleasant Ridge- will happily accept the help of volunteers all across Knox County/Knoxville, TN though","1. NO Vouchers; Fully Fund Public Schools 2. Support Educators with Better Pay & More Resources 3. Protect EVERY child’s right to a free, public education 4. No Book Bans- Freedom to Read",Cadenceforschoolboard.com,https://docs.google.com/forms/d/e/1FAIpQLSeOjBAgAxMbwDFMxDo5oyZ0Y5JDxNTYe1cQqckK566p_bjXjg/viewform
Mike Croley,Tennessee,Federal,US House representing Tennessee's 6th Congressional district,Democratic,"TN6, downtown Nashville all the way to Scott County, heavily gerrymandered by state GOP","Affordability Accessibility and Accountability, also to hell with AIPAC",CroleyforCongress.com,https://croleyforcongress.com/sign-up-to-volunteer/
Marquita Bradshaw,Tennessee,Federal,United States Senate,Democrat,The whole state of Tennessee all 95 counties.,"Economy that works for working people not billionaires and not dependent on fossil fuels  justly transitioning to a zero waste circular economy where workers get paid a living wage. 

Environment everyone deserves healthy and safe communities where they live , learn, work, worship, and recreate no matter your zip code everyone deserves a sustainable environment of clean air, water, and soil.

Education should be funded like our military high quality public education that is expanded to include technical colleges, and universities  
",www.MarquitaBradshaw.com,https://www.marquitabradshaw.com/volunteer
Chelsey Hockett,Texas,Federal,Congressional District 5,Democrat,East Dallas to East Texas,"Tax the rich and corporations, protect workers rights, money out of politics",Chelseyhockettforcongress.com,Chelseyhockettforcongress@gmail.com or https://docs.google.com/forms/d/e/1FAIpQLSepmSSbpuBdaZiziESAonC79guBaFW56PRS3_kx5YI6ekPeTw/viewform
Lena Morales,Texas,Local,Austin City Council District 3,Democratic Socialists of America,"East Austin and surrounding neighborhoods, including parts of Travis County","Rent control & tenant unions
Public power & green infrastructure
Worker protections & $20 minimum wage (Im the Texas Mamdani)",www.moralesTX4.com,www.moralesTX4.com
Olivia Hart,Utah,Local,Salt Lake City Council District 2,Independent line and democratic line,"Northwest Salt Lake City including Rose Park, Fairpark","Transit that actually connects working-class neighborhoods to job centers, not just downtown loops. Air quality is a policy failure, not geography. Also, yes, I support free school meals statewide even if that’s “not local.”",https://www.hartut2.info/,see above
Luis Mendoza,Utah,Local,Salt Lake City Council District 2,Democratic Party,"West Salt Lake City, including Glendale, Poplar Grove, and surrounding neighborhoods","1- Air quality isn’t a seasonal issue here it’s a policy failure, and I’m pushing for stricter local emissions standards and transit expansion to actually reduce it. 2 We also need to stop approving developments without requiring water-efficient design in a drought-prone state. 3 And even at the city level, I support broader democratic accountability nationwide, including continued scrutiny of figures like Donald Trump.
",https://www.mendozaUT4us.info,https://www.mendozaUT4us.info/get-involved
Salaam Bhatti,Virginia,Federal,House of Representatives VA-1,Democrat,"Western Henrico, Richmond (north side, museum district, Scott’s addition), Midlothian, parts of chesterfield, west towards Lynchburg",1. Medicare for all. 2. Tax billionaires 3. Campaign finance reform,Salaamforva.com,Salaamforva.com/act
Ericka Kopp,Virginia,Federal,"U.S. House, VA-01 (may change with redistricting)",Democrat,"Based on current map: from the Northern Neck to King George, Tappahannock, Hanover west of Rockville, Williamsburg, New Kent, Northwest Henrico, Midlothian.",Articles of Impeachment against Trump on day one; universal healthcare; tax the rich,ErickaKopp.com,Website volunteer tab
Trevor Nguyen,Virginia,State,Virginia House of Delegates District 82,Democratic Party,Hampton Roads region + parts of Norfolk and Chesapeake,"* Stop using one-time budget surpluses to claim progress, build durable funding for schools and flood control
* Legalize and regulate short-term rentals properly so neighborhoods are not hollowed out
* also why is broadband still this bad in 2026 fix it",https://www.instagram.com/nguyen4va82,https://www.nguyenva4us.org/volunteer
Trevor Nguyen,Virginia,State,Virginia House of Delegates District 68,Democratic Party,Richmond metro areas,"Richmond keeps growing but infrastructure planning lags years behind, so I’m prioritizing proactive transit and road investment before congestion becomes permanent. We also need to stop treating workforce housing as optional tie every major rezoning to clear affordability benchmarks. And at a broader level, lets get the masks off of the gestapo now",https://www.nguyenVA4us.info/get-involved,https://www.nguyenVA4us.info/get-involved
Jason Brown II,Virginia,Federal,"U.S. House of Representatives, VA District 4","Independent (likely no primary— no Republican is running, and Democrat incumbent is running unopposed). ","Richmond and south of Richmond (Colonial Heights, Petersburg, Sussex, Dinwiddie, Hopewell)","Abolish ICE, Affordability For All, End Our Wars",jasonforcongress2026.com,Email: jasonforcongress26@gmail.com
Brent Hennrich,Washington,Federal,CD 03,Democrat,Entire SW Corner of Washington State. Just over 7600 mi sq.,"Universal Healthcare, Education, Tax the Rich",www.brenthennrich.com,volunteer@brenthennrich.com is our volunteer coordinators direct email. Can sign up at www.brenthennrich.com/volunteer
Ethan Park,Washington,State,Washington State House of Representatives District 37,Democratic Party,South Seattle,"Expand affordable housing options
Fund public transit & climate infrastructure
Support small businesses & workers","https://www.parkWA37.org
instagram @ethanpark43",https://www.parkWA37.org/get-involved
Carmela Conroy,Washington,Federal,Congress WA05District,Democrat,"Washington's 5th congressional district encompasses the Eastern Washington counties of Ferry, Stevens, Pend Oreille, Lincoln, Spokane, Whitman, Walla Walla, Columbia, Garfield, and Asotin, along with parts of Adams and Franklin. It is centered on Spokane, the state's second largest city.","1. More problem-solving, less political theater 2. Principled Leadership 3. Accountability",www.conroy4congress.com,https://conroy4congress.com/volunteer/
Brianna O’Neal,Wisconsin,State,Wisconsin State Assembly District 16,Democratic Party,"Milwaukee area, including West Allis and nearby in Milwaukee County","hold state gov fiscally accountable,   end cash bail for low-level offenses and expand pretrial services protect  abortion access in state law regardless of federal shifts","https://www.onealWI4us.org
Twitter (X): https://x.com/oneal4wi16",https://www.onealwi4us.org/get-involved
